tables_path,n_adult_icu_hospitalizations,n_adult_icu_patients,n_adult_icu_ed_to_icu_hospitalizations,n_adult_icu_ed_to_icu_patients,n_adult_icu_ed_to_icu_analysis_hospitalizations,n_adult_icu_ed_to_icu_analysis_patients,n_excluded_not_ed_to_icu_hospitalizations,n_ed_to_icu_with_imv_before_icu_hospitalizations,n_with_imv_24h_hospitalizations,n_with_pf_pair_24h_hospitalizations,n_with_pf_lt_300_24h_hospitalizations,n_severe_hypoxemic_rf_24h_hospitalizations,n_severe_hypoxemic_rf_24h_patients
/Users/saborpete/Desktop/Peter/Postdoc/CLIF v2.1/2.1.0,41187,33659,18443,15461,18443,15461,22744,5306,6292,5501,3596,3070,2962
