site_name,tables_path,pathway,time_window,respiratory_fluid_categories,positive_culture_definition,oxygen_definition,antibiotic_definition,n_final_hospitalizations,n_final_patients,n_final_with_cms_sepsis_antimicrobial
UCMC,/Users/saborpete/Desktop/Peter/Postdoc/CLIF v2.1/2.1.0,adult ED -> ICU,hospital admission through admission + 48h,"respiratory_tract, respiratory_tract_lower",method_category == culture and organism_group/category is not no_growth,lpm_set >= 2 OR device_category in IMV/NIPPV/NIV/CPAP/HFNC/high flow NC/face mask/trach collar,administered med_category in antibacterial category list,1184,1100,1184
